ISIN_BC;Biodiversity;EET Data Set Information;Energy efficiency;Environmental;Fossil fuels;Greenhouse gas emissions;Main criterias used for a first screening of ESG related products;MiFID Sustainability Preference Flag;MiFID/IDD Target Market - Manufacturer angle (from a client perspective);Scoping according to SFDR annex template;Social;Social and employee matters;Waste;Water
NO0010848997_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0010875438_664;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.5;0.0;0.8;0.0;0.0
NO0012525585_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012525593_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012525601_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012727223_664;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012765991_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766007_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766015_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766023_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766031_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766080_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766130_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766148_2020;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766213_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766221_337;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.5;0.0;0.8;0.0;0.0
NO0012766254_2020;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766338_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766346_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766353_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766361_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766379_2020;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012766387_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771163_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771403_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771411_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771429_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771437_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771445_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012771452_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778408_2020;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778424_2021;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.5;0.0;0.8;0.0;0.0
NO0012778523_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778531_337;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778564_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778648_2021;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NO0012778655_2020;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
SE0000912057_648;0.0;1.0;0.0;1.0;0.0;0.14285714285714285;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
SE0000987307_3313;0.0;1.0;0.0;1.0;0.0;0.14285714285714285;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
SE0002584235_3313;0.0;1.0;0.0;1.0;0.0;0.14285714285714285;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
SE0005099983_648;0.0;1.0;0.0;1.0;0.0;0.14285714285714285;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
SE0006594388_3313;0.0;1.0;0.0;1.0;0.0;0.14285714285714285;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
SE0008092381_3313;1.0;0.4;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
SE0013749397_3313;0.0;0.6;0.0;0.0;0.0;0.09523809523809523;1.0;0.0;0.0;0.3333333333333333;0.0;0.4;0.0;0.0
SE0013749405_664;0.0;0.6;0.0;0.0;0.0;0.09523809523809523;1.0;0.0;0.0;0.3333333333333333;0.0;0.4;0.0;0.0
SE0017767692_3313;1.0;0.4;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
SE0017767700_3313;1.0;0.4;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
US9219361006_1630;1.0;0.0;0.0;1.0;0.0;0.6190476190476191;1.0;0.0;1.0;0.5;1.0;0.6;0.0;0.0
